video_id,video_title,channel,source_step,source_step_name,source_position,status,privacy_status,embeddable,upload_status,api_title
JPMiew-11iI,Volume and Surface Area of Spheres - GCSE Maths,1st_Class_Maths,Year 11_15-16_Autumn_Foundation_Area and volume_6_Surface area of a sphere,Surface area of a sphere,current_3,available,public,True,processed,Volume and Surface Area of Spheres - GCSE Maths
ck9Qinph9as,5F Finding surface area of cylindrical portions,Work_With_Burke,Year 11_15-16_Autumn_Foundation_Area and volume_7_Surface area of a cylinder (E),Surface area of a cylinder (E),current_2,available,public,True,processed,5F Finding surface area of cylindrical portions
S5C2nQQ-gvU,Volume and Surface Area of Pyramids - GCSE Maths,1st_Class_Maths,Year 11_15-16_Autumn_Foundation_Area and volume_8_Surface area of a pyramid (E),Surface area of a pyramid (E),current_1,available,public,True,processed,Volume and Surface Area of Pyramids - GCSE Maths
79QLa0FMg34,3D Figures - Pyramid Surface Area,Miacademy_&_MiaPrep_Learning_Channel,Year 11_15-16_Autumn_Foundation_Area and volume_8_Surface area of a pyramid (E),Surface area of a pyramid (E),current_2,available,public,True,processed,3D Figures - Pyramid Surface Area
zTmUSptkPks,"6th Grade Math 15.1b, Surface Area of a Pyramid, Using a Net",JoAnn's_School,Year 11_15-16_Autumn_Foundation_Area and volume_8_Surface area of a pyramid (E),Surface area of a pyramid (E),current_3,available,public,True,processed,"6th Grade Math 15.1b, Surface Area of a Pyramid, Using a Net"
PaKCY3ZEnbw,Surface Area of Cones - How To Calculate Using Radius and Lateral Height,Miacademy_&_MiaPrep_Learning_Channel,Year 11_15-16_Autumn_Foundation_Area and volume_9_Surface area of a cone (E),Surface area of a cone (E),current_1,available,public,True,processed,Surface Area of Cones - How To Calculate Using Radius and Lateral Height
JUgRPUSxoEc,Surface Area of a Cone | Math with Mr. J,Math_with_Mr._J,Year 11_15-16_Autumn_Foundation_Area and volume_9_Surface area of a cone (E),Surface area of a cone (E),current_2,available,public,True,processed,Surface Area of a Cone | Math with Mr. J
8OaiGbgXACU,"If the ratio of sugar to water is 2:5, how much water is needed for 8 parts of sugar?",TabletClass_Math,Year 11_15-16_Autumn_Foundation_Ratio and proportion_1_Solve problems with ratio,Solve problems with ratio,current_1,available,public,True,processed,"If the ratio of sugar to water is 2:5, how much water is needed for 8 parts of sugar?"
igkcdv1b1Ro,8 is to 10 as 12 is to What? Solve This Ratio Step-by-Step!,TabletClass_Math,Year 11_15-16_Autumn_Foundation_Ratio and proportion_1_Solve problems with ratio,Solve problems with ratio,current_3,available,public,True,processed,8 is to 10 as 12 is to What? Solve This Ratio Step-by-Step!
AWH6wQBbpo0,Direct/Inverse Proportion - GCSE Higher Maths,1st_Class_Maths,Year 11_15-16_Autumn_Foundation_Ratio and proportion_2_Direct proportion,Direct proportion,current_1,available,public,True,processed,Direct/Inverse Proportion - GCSE Higher Maths
xJIacZwg0LU,#learnmath -  Direct Proportion,Maths_Mastered,Year 11_15-16_Autumn_Foundation_Ratio and proportion_2_Direct proportion,Direct proportion,current_2,available,public,True,processed,#learnmath -  Direct Proportion
X-V18L4wVXw,How Do You Solve Proportion Problems? | KS2 Maths Concept for Kids,Twinkl_Educational_Publishing,Year 11_15-16_Autumn_Foundation_Ratio and proportion_2_Direct proportion,Direct proportion,current_3,available,public,True,processed,How Do You Solve Proportion Problems? | KS2 Maths Concept for Kids
s0RBRkehzwo,"Unit Rates, Ratios & Proportions - Word Problems",The_Organic_Chemistry_Tutor,Year 11_15-16_Autumn_Foundation_Ratio and proportion_3_Best buy problems,Best buy problems,current_2,available,public,True,processed,"Unit Rates, Ratios & Proportions - Word Problems"
FJ_vAIt9PTg,PROPORTION Unitary method Best Buy and ingredients | Ratio & proportion #1,O_and_U_learn,Year 11_15-16_Autumn_Foundation_Ratio and proportion_3_Best buy problems,Best buy problems,current_3,available,public,True,processed,PROPORTION Unitary method Best Buy and ingredients | Ratio & proportion #1
FS5dA7iFuUE,Conversion graphs | Ratio & proportion #11,O_and_U_learn,Year 11_15-16_Autumn_Foundation_Ratio and proportion_4_Conversion graphs,Conversion graphs,current_1,available,public,True,processed,Conversion graphs | Ratio & proportion #11
YrTfh2VChJo,GCSE Maths - How to Use Conversion Graphs (2026/27 exams),Cognito,Year 11_15-16_Autumn_Foundation_Ratio and proportion_4_Conversion graphs,Conversion graphs,current_2,available,public,True,processed,GCSE Maths - How to Use Conversion Graphs (2026/27 exams)
XdY9HwxRrpw,Proportional Relationships and Slope - How To Find the Slope of Proportional Relationships,Miacademy_&_MiaPrep_Learning_Channel,Year 11_15-16_Autumn_Foundation_Ratio and proportion_4_Conversion graphs,Conversion graphs,current_3,available,public,True,processed,Proportional Relationships and Slope - How To Find the Slope of Proportional Relationships
7gCZ3HfQra0,Proportion 5 (Exchange Rates) - www.luckymaths.co.uk,Lucky_Maths_UK,Year 11_15-16_Autumn_Foundation_Ratio and proportion_5_Exchange rates,Exchange rates,current_1,available,public,True,processed,Proportion 5 (Exchange Rates) - www.luckymaths.co.uk
FWBp-pC7pwk,Currency Exchange,Carolyn_Nickelo,Year 11_15-16_Autumn_Foundation_Ratio and proportion_5_Exchange rates,Exchange rates,current_2,available,public,True,processed,Currency Exchange
Rr9b0jNVLiE,08 Exchange rate,Wiskunde_Mathematics_SUM,Year 11_15-16_Autumn_Foundation_Ratio and proportion_5_Exchange rates,Exchange rates,current_3,available,public,True,processed,08 Exchange rate
9kR3kYF1yU4,INVERSE PROPORTION challenge! (6 Workers vs 10 Workers),Maths_Depot,Year 11_15-16_Autumn_Foundation_Ratio and proportion_6_Inverse proportion,Inverse proportion,current_1,available,public,True,processed,INVERSE PROPORTION challenge! (6 Workers vs 10 Workers)
gEj_IExbd08,Inverse Proportion | Pre-Algebra | Mathacademy,Mathacademy,Year 11_15-16_Autumn_Foundation_Ratio and proportion_6_Inverse proportion,Inverse proportion,current_2,available,public,True,processed,Inverse Proportion | Pre-Algebra | Mathacademy
wYMTT9o-3Z4,"8th Grade Math 4.4a, Distinguish Between Proportional & Nonproportional Situations Using a Graph",JoAnn's_School,Year 11_15-16_Autumn_Foundation_Ratio and proportion_8_Direct inverse proportion graphs (E),Direct inverse proportion graphs (E),current_3,embedding_disabled,public,False,processed,"8th Grade Math 4.4a, Distinguish Between Proportional & Nonproportional Situations Using a Graph"
DdaHMUAN09k,Introduction to Arithmetic Sequences- Algebra for Teens!,Miacademy_&_MiaPrep_Learning_Channel,Year 11_15-16_Autumn_Foundation_Sequences and proof_1_Describe and continue arithmetic and geometric sequences,Describe and continue arithmetic and geometric sequences,current_1,available,public,True,processed,Introduction to Arithmetic Sequences- Algebra for Teens!
8cKiweNbbbc,Geometric Sequences- Algebra for Teens!,Miacademy_&_MiaPrep_Learning_Channel,Year 11_15-16_Autumn_Foundation_Sequences and proof_1_Describe and continue arithmetic and geometric sequences,Describe and continue arithmetic and geometric sequences,current_2,available,public,True,processed,Geometric Sequences- Algebra for Teens!
-ZPqJS-MGxc,WCLN - Arithmetic and Geometric Sequences,WCLN,Year 11_15-16_Autumn_Foundation_Sequences and proof_1_Describe and continue arithmetic and geometric sequences,Describe and continue arithmetic and geometric sequences,current_3,available,public,True,processed,WCLN - Arithmetic and Geometric Sequences
D2bZcm2NnfU,Types of Sequences - GCSE Maths,1st_Class_Maths,Year 11_15-16_Autumn_Foundation_Sequences and proof_2_Explore other sequences,Explore other sequences,current_1,available,public,True,processed,Types of Sequences - GCSE Maths
XzRCfe8jG60,A23a Part 1 video 1 of 2 Generating a sequence using a term-to-term rule,BossMaths,Year 11_15-16_Autumn_Foundation_Sequences and proof_2_Explore other sequences,Explore other sequences,current_2,available,public,True,processed,A23a Part 1 video 1 of 2 Generating a sequence using a term-to-term rule
R_cHNL4hE0M,Other Recursive Sequences- Algebra for Teens!,Miacademy_&_MiaPrep_Learning_Channel,Year 11_15-16_Autumn_Foundation_Sequences and proof_2_Explore other sequences,Explore other sequences,current_3,available,public,True,processed,Other Recursive Sequences- Algebra for Teens!
wV2wYGxw26g,"Algebra II 14.1a, Sequences & General terms",JoAnn's_School,Year 11_15-16_Autumn_Foundation_Sequences and proof_3_Generate a sequence given an algebraic rule,Generate a sequence given an algebraic rule,current_1,available,public,True,processed,"Algebra II 14.1a, Sequences & General terms"
0vOwE2NHAEk,nth term of a Linear Sequence - GCSE Maths,1st_Class_Maths,Year 11_15-16_Autumn_Foundation_Sequences and proof_3_Generate a sequence given an algebraic rule,Generate a sequence given an algebraic rule,current_2,available,public,True,processed,nth term of a Linear Sequence - GCSE Maths
pd9Q-e1JvtE,Algebraic Proof - Corbettmaths,corbettmaths,Year 11_15-16_Autumn_Foundation_Sequences and proof_5_Represent numbers algebraically (E),Represent numbers algebraically (E),current_1,available,public,True,processed,Algebraic Proof - Corbettmaths
qoLvK6XUpLY,Algebra proofs - GCSE Maths,JED_Maths,Year 11_15-16_Autumn_Foundation_Sequences and proof_5_Represent numbers algebraically (E),Represent numbers algebraically (E),current_2,available,public,True,processed,Algebra proofs - GCSE Maths
qrJloOkkS0U,Algebraic Proof,Maths_Genie,Year 11_15-16_Autumn_Foundation_Sequences and proof_5_Represent numbers algebraically (E),Represent numbers algebraically (E),current_3,available,public,True,processed,Algebraic Proof
gPRsK8kKi7Q,GCSE Maths - How to Disprove a Statement by Counter Example - Proof Part 1 (2026/27 exams),Cognito,Year 11_15-16_Autumn_Foundation_Sequences and proof_6_Arguments and counterexamples (E),Arguments and counterexamples (E),current_1,available,public,True,processed,GCSE Maths - How to Disprove a Statement by Counter Example - Proof Part 1 (2026/27 exams)
-KPuk4POzsI,Divisibility Proof (1 of 2: Sum of 7 consecutive integers),Eddie_Woo,Year 11_15-16_Autumn_Foundation_Sequences and proof_6_Arguments and counterexamples (E),Arguments and counterexamples (E),current_2,available,public,True,processed,Divisibility Proof (1 of 2: Sum of 7 consecutive integers)
XEL4OesvTog,"Geometry 2.1, Inductive Reasoning & Conjectures",JoAnn's_School,Year 11_15-16_Autumn_Foundation_Sequences and proof_6_Arguments and counterexamples (E),Arguments and counterexamples (E),current_3,available,public,True,processed,"Geometry 2.1, Inductive Reasoning & Conjectures"
Tefg0IX8oPY,Set Operations with Venn Diagrams,Mometrix_Academy,Year 11_15-16_Autumn_Foundation_Set notation and Venn diagrams_1_Venn diagrams,Venn diagrams,current_1,available,public,True,processed,Set Operations with Venn Diagrams
WHfef-NghN8,Sets and Venn Diagrams (Edexcel) - GCSE Maths,1st_Class_Maths,Year 11_15-16_Autumn_Foundation_Set notation and Venn diagrams_1_Venn diagrams,Venn diagrams,current_2,available,public,True,processed,Sets and Venn Diagrams (Edexcel) - GCSE Maths
G2J8pRysoyc,Learn Venn Diagrams In 7 min,TabletClass_Math,Year 11_15-16_Autumn_Foundation_Set notation and Venn diagrams_1_Venn diagrams,Venn diagrams,current_3,available,public,True,processed,Learn Venn Diagrams In 7 min
daUH79CkNS8,Corresponding Parts: Part 2 - Using Corresponding Sides and Angles To Determine Shape Similarity,Miacademy_&_MiaPrep_Learning_Channel,Year 11_15-16_Autumn_Foundation_Similarity and congruence_1_Identify similar shapes,Identify similar shapes,current_1,available,public,True,processed,Corresponding Parts: Part 2 - Using Corresponding Sides and Angles To Determine Shape Similarity
gr3IJ1DmrbU,Congruent and Similar Shapes!,Mr._Tom_Teaches_Again,Year 11_15-16_Autumn_Foundation_Similarity and congruence_1_Identify similar shapes,Identify similar shapes,current_2,available,public,True,processed,Congruent and Similar Shapes!
8-4KQw8unfY,GCSE Maths - Similar Shapes (2026/27 exams),Cognito,Year 11_15-16_Autumn_Foundation_Similarity and congruence_1_Identify similar shapes,Identify similar shapes,current_3,available,public,True,processed,GCSE Maths - Similar Shapes (2026/27 exams)
eGTL1FhG89E,Similar Triangles Part 1 - Triangle Similarity Theorems,Miacademy_&_MiaPrep_Learning_Channel,Year 11_15-16_Autumn_Foundation_Similarity and congruence_5_Prove a pair of triangles are similar (E),Prove a pair of triangles are similar (E),current_1,deleted,deleted,False,deleted,
mJ4Ms6SXEgg,Proving Triangle Congruence and Similarity,Professor_Dave_Explains,Year 11_15-16_Autumn_Foundation_Similarity and congruence_5_Prove a pair of triangles are similar (E),Prove a pair of triangles are similar (E),current_2,available,public,True,processed,Proving Triangle Congruence and Similarity
pBqbbCxEUUg,"8th Grade Math 11.3b, Using AA Similarity Postulate (Angle-Angle)",JoAnn's_School,Year 11_15-16_Autumn_Foundation_Similarity and congruence_5_Prove a pair of triangles are similar (E),Prove a pair of triangles are similar (E),current_3,available,public,True,processed,"8th Grade Math 11.3b, Using AA Similarity Postulate (Angle-Angle)"
qQMaccG-xEg,What are Congruent and Similar Figures?,Miacademy_&_MiaPrep_Learning_Channel,Year 11_15-16_Autumn_Foundation_Similarity and congruence_6_Similarity and congruence,Similarity and congruence,current_2,available,public,True,processed,What are Congruent and Similar Figures?
0mKmYxuMirE,Congruent and Similar Triangles,Khan_Academy,Year 11_15-16_Autumn_Foundation_Similarity and congruence_6_Similarity and congruence,Similarity and congruence,current_3,available,public,True,processed,Congruent and Similar Triangles
p2hjBI9fNas,Congruence of triangle SSS SAS ASA AAS RHS Rule – Triangle Congruence Made Easy #mathematics,Marvel_Mathematics,Year 11_15-16_Autumn_Foundation_Similarity and congruence_7_Congruent triangles,Congruent triangles,current_1,available,public,True,processed,Congruence of triangle SSS SAS ASA AAS RHS Rule – Triangle Congruence Made Easy #mathematics
sJ13zpTQn1A,Triangle Congruence Theorems - Proving Triangles Are Congruent,Miacademy_&_MiaPrep_Learning_Channel,Year 11_15-16_Autumn_Foundation_Similarity and congruence_7_Congruent triangles,Congruent triangles,current_2,available,public,True,processed,Triangle Congruence Theorems - Proving Triangles Are Congruent
VOtxC0pWeUE,Congruent Triangles and Congruence properties - Grade 7 - Geometry - Amazing Maths,Amazing_Maths,Year 11_15-16_Autumn_Foundation_Similarity and congruence_7_Congruent triangles,Congruent triangles,current_3,available,public,True,processed,Congruent Triangles and Congruence properties - Grade 7 - Geometry - Amazing Maths
2HliVCyaC5E,How to Convert Scientific Notation to Standard Form | Math with Mr. J,Math_with_Mr._J,Year 11_15-16_Autumn_Foundation_Standard form_1_Numbers greater than 1 in standard form,Numbers greater than 1 in standard form,current_1,available,public,True,processed,How to Convert Scientific Notation to Standard Form | Math with Mr. J
H3ewmorcYjU,What is Standard Form (also known as Scientific Notation)? (Part 1/4) (2026/27 exams),Cognito,Year 11_15-16_Autumn_Foundation_Standard form_1_Numbers greater than 1 in standard form,Numbers greater than 1 in standard form,current_2,available,public,True,processed,What is Standard Form (also known as Scientific Notation)? (Part 1/4) (2026/27 exams)
y-ybXWmmSs8,Standard Form - GCSE Maths,1st_Class_Maths,Year 11_15-16_Autumn_Foundation_Standard form_1_Numbers greater than 1 in standard form,Numbers greater than 1 in standard form,current_3,available,public,True,processed,Standard Form - GCSE Maths
cW8e4KknHS8,How to Convert Number into Standard Form (Part 2/4) (2026/27 exams),Cognito,Year 11_15-16_Autumn_Foundation_Standard form_3_Adjust a number to standard form,Adjust a number to standard form,current_2,available,public,True,processed,How to Convert Number into Standard Form (Part 2/4) (2026/27 exams)
VsbpBrOmr18,The Maths Prof: Standard Form (part 1),The_Maths_Prof,Year 11_15-16_Autumn_Foundation_Standard form_3_Adjust a number to standard form,Adjust a number to standard form,current_3,available,public,True,processed,The Maths Prof: Standard Form (part 1)
u3FZaXs3hDE,How to Multiply and Divide in Standard Form (Part 3/4) (2026/27 exams),Cognito,Year 11_15-16_Autumn_Foundation_Standard form_4_Multiply and divide numbers in standard form (E),Multiply and divide numbers in standard form (E),current_1,available,public,True,processed,How to Multiply and Divide in Standard Form (Part 3/4) (2026/27 exams)
NlMjpWTr05c,Interpreting Scientific Notation - How To Write Numbers in Scientific Notation and Standard Form,Miacademy_&_MiaPrep_Learning_Channel,Year 11_15-16_Autumn_Foundation_Standard form_4_Multiply and divide numbers in standard form (E),Multiply and divide numbers in standard form (E),current_3,available,public,True,processed,Interpreting Scientific Notation - How To Write Numbers in Scientific Notation and Standard Form
5iGgvtBDKKk,How to Add or Subtract Numbers in Standard Form (Part 4/4) (2026/27 exams),Cognito,Year 11_15-16_Autumn_Foundation_Standard form_5_Add and subtract numbers in standard form (E),Add and subtract numbers in standard form (E),current_1,available,public,True,processed,How to Add or Subtract Numbers in Standard Form (Part 4/4) (2026/27 exams)
7vyKUS38q4k,Adding/Subtracting Standard Form,Miss_Morrison's_Maths,Year 11_15-16_Autumn_Foundation_Standard form_5_Add and subtract numbers in standard form (E),Add and subtract numbers in standard form (E),current_3,available,public,True,processed,Adding/Subtracting Standard Form
Wcv0f5PpTv0,GCSE Maths - Area of a Sector and Length of an Arc of a Circle  (Circles Part 3) (2026/27 exams),Cognito,Year 11_15-16_Autumn_Foundation_Work with circles_2_Fractional parts of a circle (area),Fractional parts of a circle (area),current_2,available,public,True,processed,GCSE Maths - Area of a Sector and Length of an Arc of a Circle  (Circles Part 3) (2026/27 exams)
dsDr7v0RViA,Arc Length and Arc Measure Part 1 - Measuring Circular Arcs,Miacademy_&_MiaPrep_Learning_Channel,Year 11_15-16_Autumn_Foundation_Work with circles_4_Fractional parts of a circle (perimeter),Fractional parts of a circle (perimeter),current_1,available,public,True,processed,Arc Length and Arc Measure Part 1 - Measuring Circular Arcs
fdJnThLjyPg,"Geometry 12.3c, Arc length of a Circle",JoAnn's_School,Year 11_15-16_Autumn_Foundation_Work with circles_4_Fractional parts of a circle (perimeter),Fractional parts of a circle (perimeter),current_3,available,public,True,processed,"Geometry 12.3c, Arc length of a Circle"
MgfltkJ3VWQ,Finding the Length of an Arc,Maths_Genie,Year 11_15-16_Autumn_Foundation_Work with circles_5_Arc length and perimeter (E),Arc length and perimeter (E),current_2,available,public,True,processed,Finding the Length of an Arc
8oHRteP0OTo,Finding the circumference of a circle and the arc length,MooMooMath_and_Science,Year 11_15-16_Autumn_Foundation_Work with circles_5_Arc length and perimeter (E),Arc length and perimeter (E),current_3,available,public,True,processed,Finding the circumference of a circle and the arc length
FGfGzS2qx-k,Area of Composite Figures - Combining Multiple Shapes,Miacademy_&_MiaPrep_Learning_Channel,Year 11_15-16_Autumn_Foundation_Work with circles_6_Area and perimeter of compound shapes with circles,Area and perimeter of compound shapes with circles,current_1,available,public,True,processed,Area of Composite Figures - Combining Multiple Shapes
gXnsjZQFusQ,Compound Shapes - GCSE Maths,1st_Class_Maths,Year 11_15-16_Autumn_Foundation_Work with circles_6_Area and perimeter of compound shapes with circles,Area and perimeter of compound shapes with circles,current_2,available,public,True,processed,Compound Shapes - GCSE Maths
hxrG9u99Vxw,Can you figure out the area of the 3 circles given the information?,TabletClass_Math,Year 11_15-16_Autumn_Foundation_Work with circles_7_Solve problems with circles,Solve problems with circles,current_1,available,public,True,processed,Can you figure out the area of the 3 circles given the information?
H_ZYY7z0LsM,What is the EXACT AREA of a ring that has an inside radius of 6 cm and an outside radius of 12 cm?,TabletClass_Math,Year 11_15-16_Autumn_Foundation_Work with circles_7_Solve problems with circles,Solve problems with circles,current_2,available,public,True,processed,What is the EXACT AREA of a ring that has an inside radius of 6 cm and an outside radius of 12 cm?
JyuxVu6euFo,Sectors and Arc Lengths,Mathletic,Year 11_15-16_Autumn_Foundation_Work with circles_7_Solve problems with circles,Solve problems with circles,current_3,available,public,True,processed,Sectors and Arc Lengths
e_jqJtObKfI,GCSE Maths - How to find the Volumes of Cones and Pyramids (2026/27 exams),Cognito,Year 11_15-16_Autumn_Higher_Area and volume_3_Volume of cones and pyramids,Volume of cones and pyramids,current_1,available,public,True,processed,GCSE Maths - How to find the Volumes of Cones and Pyramids (2026/27 exams)
j06P-oKn094,How to Find the Volume of a Frustum,Cognito,Year 11_15-16_Autumn_Higher_Area and volume_5_Volume and surface area of a frustrum (E),Volume and surface area of a frustrum (E),current_1,available,public,True,processed,How to Find the Volume of a Frustum
PfXaB4Xwqek,Volume and Surface Area of a Right Circular Cone,Mometrix_Academy,Year 11_15-16_Autumn_Higher_Area and volume_5_Volume and surface area of a frustrum (E),Volume and surface area of a frustrum (E),current_2,available,public,True,processed,Volume and Surface Area of a Right Circular Cone
i5OPtpu_4k8,Volume of a Frustum - Corbettmaths,corbettmaths,Year 11_15-16_Autumn_Higher_Area and volume_5_Volume and surface area of a frustrum (E),Volume and surface area of a frustrum (E),current_3,available,public,True,processed,Volume of a Frustum - Corbettmaths
_j3PoV0DKmw,How to do CIRCLE THEOREMS! Higher GCSE Maths - Unit 16,HannahKettleMaths,Year 11_15-16_Autumn_Higher_Circle theorems_10_Solve problems with circle theorems,Solve problems with circle theorems,current_1,available,public,True,processed,How to do CIRCLE THEOREMS! Higher GCSE Maths - Unit 16
g1a8N8Z-yJE,Keep working on those circle theorems! #gcsemaths #maths #gcse #circletheorems,HannahKettleMaths,Year 11_15-16_Autumn_Higher_Circle theorems_10_Solve problems with circle theorems,Solve problems with circle theorems,current_2,available,public,True,processed,Keep working on those circle theorems! #gcsemaths #maths #gcse #circletheorems
nDsNYejz6-Y,Circle Theorems,HannahKettleMaths,Year 11_15-16_Autumn_Higher_Circle theorems_10_Solve problems with circle theorems,Solve problems with circle theorems,current_3,available,public,True,processed,Circle Theorems
BHFZkJYH8kw,Circle Theorems 🙌🏻,HannahKettleMaths,Year 11_15-16_Autumn_Higher_Circle theorems_1_Angles in circles,Angles in circles,current_2,available,public,True,processed,Circle Theorems 🙌🏻
dBIlCD_JF9Q,Circle Theorems - GCSE Higher Maths,1st_Class_Maths,Year 11_15-16_Autumn_Higher_Circle theorems_2_Circle theorem (angles at the centre and circumference),Circle theorem (angles at the centre and circumference),current_1,available,public,True,processed,Circle Theorems - GCSE Higher Maths
diS6kmhI3mY,Angles Inside the Circle - Central and Inscribed Angles,Miacademy_&_MiaPrep_Learning_Channel,Year 11_15-16_Autumn_Higher_Circle theorems_2_Circle theorem (angles at the centre and circumference),Circle theorem (angles at the centre and circumference),current_2,available,public,True,processed,Angles Inside the Circle - Central and Inscribed Angles
des4jx-5uS4,Circle Theorems,Maths_Genie,Year 11_15-16_Autumn_Higher_Circle theorems_2_Circle theorem (angles at the centre and circumference),Circle theorem (angles at the centre and circumference),current_3,available,public,True,processed,Circle Theorems
CmprPWcLtlk,Circle Theorem Proofs - GCSE Higher Maths,1st_Class_Maths,Year 11_15-16_Autumn_Higher_Circle theorems_3_Circle theorem (angles in a semicircle),Circle theorem (angles in a semicircle),current_3,available,public,True,processed,Circle Theorem Proofs - GCSE Higher Maths
vPntRCGkZCo,Angles in the Same Segment Proof,corbettmaths,Year 11_15-16_Autumn_Higher_Circle theorems_4_Circle theorem (angles in the same segment),Circle theorem (angles in the same segment),current_3,available,public,True,processed,Angles in the Same Segment Proof
BFkDkOY00Wk,Circle Theorem 4 - Cyclic Quadrilaterals,STWA_Mathematics,Year 11_15-16_Autumn_Higher_Circle theorems_5_Circle theorem (angles in a cyclic quadrilateral),Circle theorem (angles in a cyclic quadrilateral),current_3,available,public,True,processed,Circle Theorem 4 - Cyclic Quadrilaterals
Ne0l6VDCxow,The Perpendicular Bisector: Why It Passes Though The Circle Center! #circletheorem #gcse,TinyMaths,Year 11_15-16_Autumn_Higher_Circle theorems_6_Circle theorem (perpendicular from the centre to a chord),Circle theorem (perpendicular from the centre to a chord),current_1,available,public,True,processed,The Perpendicular Bisector: Why It Passes Though The Circle Center! #circletheorem #gcse
P3dUbWq0NIg,Circles (part 5)  Perpendicular Chord Bisector,Paul_Holloway,Year 11_15-16_Autumn_Higher_Circle theorems_6_Circle theorem (perpendicular from the centre to a chord),Circle theorem (perpendicular from the centre to a chord),current_2,available,public,True,processed,Circles (part 5)  Perpendicular Chord Bisector
jUhUGnpO-7M,Perpendicular Chord Bisector Theorem,Mathema_Teach,Year 11_15-16_Autumn_Higher_Circle theorems_6_Circle theorem (perpendicular from the centre to a chord),Circle theorem (perpendicular from the centre to a chord),current_3,available,public,True,processed,Perpendicular Chord Bisector Theorem
IcgycGSq9Us,TANGENT LINES AND CIRCLES EXPLAINED!,Mashup_Math,Year 11_15-16_Autumn_Higher_Circle theorems_7_Circle theorem (angle between radius and tangent),Circle theorem (angle between radius and tangent),current_2,available,public,True,processed,TANGENT LINES AND CIRCLES EXPLAINED!
cA7kU-6vhvo,Circle Theorem 3: Angle between the Radius and Tangent,MrMansbridgeMaths,Year 11_15-16_Autumn_Higher_Circle theorems_7_Circle theorem (angle between radius and tangent),Circle theorem (angle between radius and tangent),current_3,available,public,True,processed,Circle Theorem 3: Angle between the Radius and Tangent
_mVB8SeBNto,Tangent Segments to a Circle from Same Point are Congruent | Geometry,Wrath_of_Math,Year 11_15-16_Autumn_Higher_Circle theorems_8_Circle theorem (two tangents from a point),Circle theorem (two tangents from a point),current_1,available,public,True,processed,Tangent Segments to a Circle from Same Point are Congruent | Geometry
ZoSqd3dlU20,Two tangents from external point are equal Circle Theorem Example GCSE -GCSE-EDEXCEL-SAT,Anil_Kumar,Year 11_15-16_Autumn_Higher_Circle theorems_8_Circle theorem (two tangents from a point),Circle theorem (two tangents from a point),current_2,available,public,True,processed,Two tangents from external point are equal Circle Theorem Example GCSE -GCSE-EDEXCEL-SAT
T7KfbAgrL-A,Circle theorems - Alternate Segment Theorem,State_Of_Math,Year 11_15-16_Autumn_Higher_Circle theorems_9_Circle theorem (alternate segment theorem) (E),Circle theorem (alternate segment theorem) (E),current_1,available,public,True,processed,Circle theorems - Alternate Segment Theorem
JtxpF4Cc4Do,GCSE Proving The Circle Theorems: Alternate Segment Theorem,CamMathsTutor,Year 11_15-16_Autumn_Higher_Circle theorems_9_Circle theorem (alternate segment theorem) (E),Circle theorem (alternate segment theorem) (E),current_2,available,public,True,processed,GCSE Proving The Circle Theorems: Alternate Segment Theorem
fZzuwbusPN0,"8th Grade Math 3.1b, Representing Proportional Relationships with Equations, y=kx",JoAnn's_School,Year 11_15-16_Autumn_Higher_Ratio and proportion_5_Direct proportion equations,Direct proportion equations,current_1,embedding_disabled,public,False,processed,"8th Grade Math 3.1b, Representing Proportional Relationships with Equations, y=kx"
rtLKCv5buLw,Direct & Inverse Proportion Explained (with example Qs) - IGCSE and GCSE Maths,Save_My_Exams,Year 11_15-16_Autumn_Higher_Ratio and proportion_6_Complex direct proportion equations (E),Complex direct proportion equations (E),current_1,available,public,True,processed,Direct and Inverse Proportion Explained for IGCSE and GCSE Maths
OCZSFmHnNI4,GCSE Maths - What Does Inversely Proportional Mean? (2026/27 exams),Cognito,Year 11_15-16_Autumn_Higher_Ratio and proportion_7_Inverse proportion,Inverse proportion,current_2,available,public,True,processed,GCSE Maths - What Does Inversely Proportional Mean? (2026/27 exams)
5WJCOPTPV3c,Directly and Inversely Proportional Relationships,Learn_Math_Tutorials,Year 11_15-16_Autumn_Higher_Ratio and proportion_8_Inverse proportion equations (E),Inverse proportion equations (E),current_1,available,public,True,processed,Directly and Inversely Proportional Relationships
uZ6l-loSdRs,Inverse Proportion - Corbettmaths,corbettmaths,Year 11_15-16_Autumn_Higher_Ratio and proportion_8_Inverse proportion equations (E),Inverse proportion equations (E),current_3,available,public,True,processed,Inverse Proportion - Corbettmaths
YACkCcTK3oc,Proportionality Graphs Answers - Corbettmaths,corbettmaths,Year 11_15-16_Autumn_Higher_Ratio and proportion_9_Direct and indirect proportion graphs,Direct and indirect proportion graphs,current_2,available,public,True,processed,Proportionality Graphs Answers - Corbettmaths
_cooC3yG_p0,"Introduction to arithmetic sequences | Sequences, series and induction | Precalculus | Khan Academy",Khan_Academy,Year 11_15-16_Autumn_Higher_Sequences and proof_1_Describe and continue sequences,Describe and continue sequences,current_3,available,public,True,processed,"Introduction to arithmetic sequences | Sequences, series and induction | Precalculus | Khan Academy"
