year,term,block,difficulty,topic,sub_topic,small_step_num_in_topic,small_step_name,ss_wr_desc_extracted,source_pdf_path,source_pdf_name,source_pdf_hash,extraction_confidence,match_method,is_duplicate_candidate,needs_manual_review,review_notes,small_step_id,small_step_key,topic_normalized
Year 7,Summer,3,,Fractions,Add and subtract fractions,8,Use equivalence to add and subtract decimals and fractions  E,"In this extend step, students use equivalence to add and subtract fractions and decimals. Start by revisiting prior knowledge of fraction and decimal equivalence to reinforce the necessary skills. Highlight how it is useful for all values to be expressed in the same form before adding or subtracting. Explore examples of converting all numbers to fractions and converting all numbers to decimals, then discuss which method is more efficient, depending on the given calculation. Where appropriate, revisit formal written methods for decimal addition and subtraction to ensure that students are confident in applying them. Misconceptions and common errors • Students may convert fractions to a decimal incorrectly, for example 2 100 = 0.2 • Students may make errors when adding or subtracting decimals by ignoring place value, for example 0.75 − 0.2 = 0.73 Year 7 | Summer term | Block 3 – Add and subtract fractions | Step 8 National Curriculum links • Use the four operations, including formal written methods, applied to integers, decimals, proper and improper fractions, and mixed numbers, all both positive and negative • Work interchangeably with terminating decimals and their corresponding fractions (such as 3.5 and 7 2 or 3.75 and 3 8 ) Mathematical talk • Explain how to convert a fraction to a decimal. • Explain how to convert a decimal to a fraction. • Why must the denominators be equal to add and subtract fractions? • Can all fractions easily be written as decimals? Explain your answer. • Is it more efficient to convert all the values to decimals or fractions? Explain your answer. • If you know that 1 4 = 0.25, how can you use this to convert 1 8 to a decimal? • How could you check your answer? E",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B3 SOL Add and subtract fractions.pdf,WRE Maths v3 Y7 SUM B3 SOL Add and subtract fractions.pdf,,high,,False,False,,,,fractions
Year 7,Summer,3,,Fractions,Add and subtract fractions,9,Add and subtract simple algebraic fractions  E,"In this extend step, students further develop their understanding of fractions within the context of algebra. Start by comparing the addition of fractional expressions to the addition of fractions in numerical form, keeping examples simple at this introductory stage, rather than using complex multi-term expressions. Provide practice with algebraic fractions that include variables in both numerators and denominators. If necessary, revisit the process of adding and subtracting fractions with different denominators before extending to algebraic cases. Where appropriate, challenge students with equations equal to a whole involving algebraic fractions, for example 3 x + 2 x = 1 Misconceptions and common errors • Students may not make the denominators equal before adding or subtracting the fractions. • Students may struggle to identify common denominators when the denominators are algebraic. • Students may incorrectly convert an expression into a fraction before adding or subtracting, for example x + 3x 4 = x x + 3x 4 Year 7 | Summer term | Block 3 – Add and subtract fractions | Step 9 National Curriculum links • Use the four operations, including formal written methods, applied to integers, decimals, proper and improper fractions, and mixed numbers, all both positive and negative • Use and interpret algebraic notation, including: ab in place of a × b; 3y in place of y + y + y and 3 × y; a2 in place of a × a, a3 in place of a × a × a; a2b in place of a × a × b; a b in place of a ÷ b; coefficients written as fractions rather than as decimals; brackets Mathematical talk • What is meant by “like terms”? • What is the same and what is different about 1 2 + 1 2 and a 2 + a 2 ? • How can you rewrite 3 x + 1 2x with equivalent denominators? • What is the same and what is different about x 4 and 1 4 x? • What does “in terms of m” mean? • Can the fraction be simplified? Explain your answer. • What must the value of y be if 2 y + 5 y = 1? Explain how you know. E",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B3 SOL Add and subtract fractions.pdf,WRE Maths v3 Y7 SUM B3 SOL Add and subtract fractions.pdf,,high,,False,False,,,,fractions
Year 7,Summer,3,,Fractions,Add and subtract fractions,10,Substitution and solving equations with fractions  E,"In this extend step, students apply their knowledge of adding and subtracting algebraic fractions within algebraic contexts, including substitution and solving equations. Start by focusing on substituting values into a range of algebraic fractional expressions. It may be helpful to revisit substitution in expressions without fractions before extending to those that include them. Similarly, when solving equations, recap methods for one- and two-step equations before introducing fractional terms, to support understanding. Where appropriate, provide additional challenge by including fractions greater than 1 in substitution problems or equations. Misconceptions and common errors • Students may apply the incorrect inverse operation when solving equations. • Students may make errors when substituting into expressions with powers, for example treating p2 as “double p” instead of squaring the value of p. Year 7 | Summer term | Block 3 – Add and subtract fractions | Step 10 National Curriculum links • Use the four operations, including formal written methods, applied to integers, decimals, proper and improper fractions, and mixed numbers, all both positive and negative • Substitute numerical values into formulae and expressions, including scientific formulae • Use algebraic methods to solve linear equations in one variable (including all forms that require rearrangement) Mathematical talk • What is the value of the expression if x = ? • Is it possible to substitute fractions into algebraic expressions? Explain your answer. • What is the inverse of ? • What is a possible first step to solving the equation? • What calculation is equivalent to x2? • Can you collect any like terms before beginning to solve the equation? Explain your answer. • Can the value of an unknown be both negative and fractional? Explain your answer. E",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B3 SOL Add and subtract fractions.pdf,WRE Maths v3 Y7 SUM B3 SOL Add and subtract fractions.pdf,,high,,False,False,,,,fractions
Year 7,Summer,4,,Angles and,Angles and polygons,1,Draw and measure line segments and angles,"In this small step, students develop the practical skills of drawing and measuring line segments and angles accurately, building on understanding from Key Stage 2 Recap the correct use of a ruler for drawing and measuring line segments before introducing the protractor as the tool for measuring and drawing angles. Ensure that students know how to align the baseline and select the correct scale, modelling these skills clearly. Emphasise that an angle is a measure of turn. Provide questions where students both draw given angles and measure angles already drawn. Encourage them to estimate before measuring in order to develop a sense of size. Everyday contexts, such as design or navigation, help to show why accuracy matters. Misconceptions and common errors • Students may misalign the protractor baseline with the line segment, leading to inaccurate measurements. • The term “line segment” may be unfamiliar and students may not realise that a line is infinite in length. • Students may read from the wrong scale on the protractor, for example 140° instead of 40°. • Students may misalign the ruler by not positioning the beginning of a line segment at zero. Year 7 | Summer term | Block 4 – Angles and polygons | Step 1 Mathematical talk • What is the difference between a line and a line segment? • When measuring a line segment, what happens if you do not start from zero on the ruler? • How can you measure the size of a turn? • How can you describe the direction of a turn? • How can you check that your protractor is lined up correctly before measuring? • Which scale should you read from the protractor? What strategies can you use to make sure that you are using the correct protractor scale? • Is the angle acute, right, obtuse or reflex? Explain how you know without measuring. • How would you use a protractor to measure an angle greater than 180°? National Curriculum links • Draw and measure line segments and angles in geometric figures, including interpreting scale drawings",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B4 SOL Angles and polygons.pdf,WRE Maths v3 Y7 SUM B4 SOL Angles and polygons.pdf,,high,,False,False,,,,angles and
Year 7,Summer,4,,Angles and,Angles and polygons,2,Understand and use geometric notation,"In this small step, students understand and use geometric notation accurately. Show how capital letters are used to label vertices, with two letters defining a line segment and three letters an angle. Reinforce the accurate use of symbols, such as the degree symbol (°) and the angle symbol ( ). When using letters to name polygons, students should list vertices in consecutive order around the shape, noting that this may not always be alphabetical. Model both correct and incorrect examples to highlight why accuracy matters and emphasise that precise notation underpins clear reasoning and effective communication in geometry. This step provides an opportunity to practise classifying angles as acute, right, obtuse or reflex before measuring. Misconceptions and common errors • Students may write only the letter labelled at the vertex to describe it, rather than using three-letter notation. • Students may mix up the order of letters when naming an angle, for example writing ABC instead of ACB. • Students may not appreciate that, for example, AOB and BOA represent the same angle. Year 7 | Summer term | Block 4 – Angles and polygons | Step 2 Mathematical talk • How is geometric notation used to describe an angle? • Can an angle be described using two letters? Explain your answer. • Which is the line segment AB? • What symbol should you use to label a right angle? • A quadrilateral is named ABCD. Why might it also be called DCBA? • A polygon is named VWXYZ. How many sides does the polygon have? Explain how you know. • What is the same and what is different about XYZ and ZYX? • Do ABC and ACB represent the same angle? Explain how you know. National Curriculum links • Draw and measure line segments and angles in geometric figures, including interpreting scale drawings • Describe, sketch and draw using conventional terms and notations: points, lines, parallel lines, perpendicular lines, right angles, regular polygons, and other polygons that are reflectively and rotationally symmetric",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B4 SOL Angles and polygons.pdf,WRE Maths v3 Y7 SUM B4 SOL Angles and polygons.pdf,,high,,False,False,,,,angles and
Year 7,Summer,4,,Angles and,Angles and polygons,3,Angles around a point,"In this small step, students consolidate their understanding from Key Stage 2 that angles around a point sum to 360°. Use clear diagrams to show how angles meet at a single point and compare this with a complete rotation. Emphasise that although the sizes of individual angles may vary, their total will always be 360°. Practical demonstrations, such as turning objects through a full rotation and using examples alongside non-examples, can support deeper understanding. The focus is on applying this known fact to calculate unknown angles, forming equations to show how the angles around a point sum to 360°. Calculators can be used to keep the focus on applying the angle rule, rather than on the arithmetic. Misconceptions and common errors • Students may think that angles around a point sum to 180°. • Students may forget to include all the angles at the point, for example omitting a right angle. • Students may try to measure rather than calculate angles. • Students may use incorrect or incomplete explanations when giving reasons, for example “because the angles are around a point”, rather than “because angles around a point sum to 360°”. Year 7 | Summer term | Block 4 – Angles and polygons | Step 3 Mathematical talk • What is the sum of the angles around a point? • How many right angles form a full turn? • What fraction of a full turn is 180°? • Can two angles around a point be reflex angles? Explain your answer. • A full turn is split into three equal angles. What is the size of each angle? • There are four angles around a point. Three of the angles are 63°, 120° and 90°. What is the size of the fourth angle? Explain how you know. • Do the angles 145°, 75°, 100° and 90° form a full turn? Explain how you know. • Can the angles around a point all be acute? Explain your answer. • How could you form an equation to work out the missing angle? • How could you check your answer? National Curriculum links • Apply the properties of angles at a point, angles at a point on a straight line, vertically opposite angles",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B4 SOL Angles and polygons.pdf,WRE Maths v3 Y7 SUM B4 SOL Angles and polygons.pdf,,high,,False,False,,,,angles and
Year 7,Summer,4,,Angles and,Angles and polygons,4,Angles on a straight line,"In this small step, students consolidate their understanding from Key Stage 2 that adjacent angles on a straight line sum to 180°. Recap that a straight line represents half a turn, linking directly to the previous step on angles around a point. Ensure that students know that angles on a straight line only sum to 180° when the angles share a common vertex and lie on the same straight line, directly adjacent to each other. Use clear diagrams alongside non-examples to highlight where the rule does not apply, such as when angles are on different lines or do not meet at a point. Calculators can be used to keep the focus on applying the angle rule, rather than on the arithmetic. Misconceptions and common errors • Students may confuse the rule for angles on a straight line with angles around a point and use 360° rather than 180°. • Students may believe that angles that lie on the same line but are not adjacent and do not share a common vertex still sum to 180°. • Students may try to measure rather than calculate angles. • Students may use incorrect or incomplete explanations when giving reasons, for example “because it is a straight line”. Year 7 | Summer term | Block 4 – Angles and polygons | Step 4 Mathematical talk • What is the sum of the angles that meet on a straight line? How do you know? • If one angle on a straight line is , what is the other angle? Explain how you know. • When two angles meet on a straight line, must one be acute and one obtuse? Give an example where this is not the case. • Can more than two angles lie on a straight line? Explain your answer. • What is the same and what is different about the rule for angles on a straight line and the rule for angles around a point? • How many right angles make up a straight line? • If the angles 81°, 47° and 51° meet, will they form a straight line? Explain how you know. • How could you form an equation to calculate an unknown angle? National Curriculum links • Apply the properties of angles at a point, angles at a point on a straight line, vertically opposite angles",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B4 SOL Angles and polygons.pdf,WRE Maths v3 Y7 SUM B4 SOL Angles and polygons.pdf,,high,,False,False,,,,angles and
Year 7,Summer,4,,Angles and,Angles and polygons,5,Vertically opposite angles,"In this small step, students explore how vertically opposite angles are equal in size. Emphasise that these angles are formed when two straight lines intersect at a point, creating pairs of opposite angles. Use diagrams to highlight which angles are opposite and which are adjacent. Encourage students to use their knowledge of angles on a straight line and angles around a point to explain why vertically opposite angles are equal. Demonstrating that the adjacent angles sum to 180° helps students to see that the remaining opposite angle must also be equal. Show non-examples where lines do not intersect or are not straight. Misconceptions and common errors • Students may think that vertically opposite angles must be arranged vertically (up and down), rather than opposite each other at an intersection. • Students may identify the wrong pair of angles as vertically opposite, especially when more than two lines intersect. • Students may try to measure rather than calculate angles. • Students may use incorrect or incomplete explanations when giving reasons, such as “because they are opposite”. Year 7 | Summer term | Block 4 – Angles and polygons | Step 5 Mathematical talk • When are vertically opposite angles formed? • Which angles are equal in size? Explain how you know. • How can you prove that two vertically opposite angles are equal? How do angle facts about angles on a straight line and angles around a point help? • Can vertically opposite angles be reflex? Explain your answer. • Which angle is vertically opposite angle ? How do you know? • When two lines intersect, can you always find the sizes of all four angles if only one is given? Explain your answer. • When two lines intersect, will they always form one pair of acute vertically opposite angles and one obtuse pair? Explain your answer. National Curriculum links • Apply the properties of angles at a point, angles at a point on a straight line, vertically opposite angles",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B4 SOL Angles and polygons.pdf,WRE Maths v3 Y7 SUM B4 SOL Angles and polygons.pdf,,high,,False,False,,,,angles and
Year 7,Summer,4,,Angles and,Angles and polygons,6,Recognise and name polygons,"In this small step, students consolidate and extend their Key Stage 2 understanding of recognising and naming polygons up to a decagon. Emphasise that polygons are closed 2-D shapes made from straight line segments. Identify polygons by counting sides, reminding students about using the correct terminology. Encourage connections with other words to support the meaning of prefixes, for example “pentathlon” and “octopus”. Discuss the difference between regular and irregular polygons, ensuring that students recognise that regular polygons have equal side lengths and equal interior angles. Once this knowledge is secure, explore different types of triangles and quadrilaterals, providing opportunities for students to classify these. Misconceptions and common errors • Students may believe that shapes are regular if their side lengths are equal, even when their angles differ. • Students may believe that polygons can have curved sides, for example mistaking circles for polygons. • Students may assume that all quadrilaterals are squares or rectangles, rather than recognising kites, trapezia and parallelograms. Year 7 | Summer term | Block 4 – Angles and polygons | Step 6 Mathematical talk • What is the definition of a polygon? • Is a circle a polygon? Explain your answer. • How many sides does a decagon have? Explain how you know. • Do polygons always have the same number of sides as they do angles? Explain your answer. • When is a polygon regular? • What is the name for a regular three-/four-sided polygon? • What is the same and what is different about a square and a rhombus? • Name as many different quadrilaterals as you can. What different properties do they have? • Can two different polygons have the same number of sides? Give examples to support your answer. • How might you sort polygons into groups? National Curriculum links • Describe, sketch and draw using conventional terms and notations: points, lines, parallel lines, perpendicular lines, right angles, regular polygons, and other polygons that are reflectively and rotationally symmetric",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B4 SOL Angles and polygons.pdf,WRE Maths v3 Y7 SUM B4 SOL Angles and polygons.pdf,,high,,False,False,,,,angles and
Year 7,Summer,4,,Angles and,Angles and polygons,7,Angles in a triangle,"In this small step, students consolidate their understanding from Key Stage 2 that interior angles of a triangle sum to 180°. Remind students that the angles on a straight line also sum to 180° and link this to tearing off and rearranging the corners of a triangle to form a straight line. Encourage exploration with different types of triangles, including scalene, isosceles and equilateral, to show that the rule always holds. Practical activities, such as folding paper triangles, can help secure understanding of triangle properties, for example folding an isosceles triangle along its line of symmetry to show that the base angles are equal. Once confident, students apply this fact to calculate unknown angles in a triangle. Challenge them to solve multi-step angle problems that require applying a combination of the angle facts covered so far in this block. Calculators can be used to keep the focus on applying the angle rule, rather than on the arithmetic. Misconceptions and common errors • Students may believe that the sum of angles in a triangle is 360°. • Students may try to measure rather than calculate angles. • Students may use incorrect or incomplete explanations when giving reasons, such as “because they add to 180°”. Year 7 | Summer term | Block 4 – Angles and polygons | Step 7 Mathematical talk • What is the sum of the interior angles of a triangle? • How can you show that the angles in a triangle always sum to 180°? • How many angles do you need to know to be able to find all the interior angles of a triangle? • If two angles in a triangle are 45° and 90°, what is the size of the unknown angle? What type of triangle is it? • If one angle in an isosceles triangle is 50°, what could the other two angles be? Is there more than one possible answer? Are there more than two possible answers? • If a triangle has two equal angles, what can you say about its sides? • Can a triangle have more than one obtuse angle? Explain your answer. National Curriculum links • Derive and illustrate properties of triangles, quadrilaterals, circles, and other plane figures [for example, equal lengths and angles] using appropriate language and technologies • Derive and use the sum of angles in a triangle and use it to deduce the angle sum in any polygon, and to derive properties of regular polygons",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B4 SOL Angles and polygons.pdf,WRE Maths v3 Y7 SUM B4 SOL Angles and polygons.pdf,,high,,False,False,,,,angles and
Year 7,Summer,4,,Angles and,Angles and polygons,8,Angles in a quadrilateral,"In this small step, students consolidate their understanding from Key Stage 2 that the interior angles of a quadrilateral sum to 360°. Link the angle sum in a quadrilateral to the angle sum in a triangle by showing how a quadrilateral can be split into two triangles. Demonstrating this with both convex and concave quadrilaterals reinforces that the rule applies in all cases. Explore a range of familiar quadrilaterals, such as rectangles, trapezia and parallelograms, to see that the sum of interior angles is always 360°. Students use this fact to form equations and calculate unknown angles, before solving multi-step problems involving quadrilaterals. Calculators can be used to keep the focus on applying the angle fact, rather than on the arithmetic. Misconceptions and common errors • Students may think that the interior angles in a quadrilateral sum to 180°, rather than 360°. • Students may believe that the angle sum changes for concave quadrilaterals. • Students may try to measure rather than calculate angles. • Students may use incorrect or incomplete explanations when giving reasons, such as “because it is a quadrilateral”. Year 7 | Summer term | Block 4 – Angles and polygons | Step 8 Mathematical talk • How many triangles can a quadrilateral be split into? What does this tell you about the total angle sum? • If a quadrilateral has four right angles, is it a square? Explain your answer. • Can a quadrilateral have four obtuse angles? Explain your answer. • If a quadrilateral has two pairs of equal angles, what type of quadrilateral could it be? • Can a quadrilateral have one reflex interior angle? Explain your answer. • How could you form an equation to calculate the unknown angle? • How could you check your answer? National Curriculum links • Derive and illustrate properties of triangles, quadrilaterals, circles, and other plane figures [for example, equal lengths and angles] using appropriate language and technologies • Apply angle facts, triangle congruence, similarity and properties of quadrilaterals to derive results about angles and sides, including Pythagoras’ theorem, and use known results to obtain simple proofs",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B4 SOL Angles and polygons.pdf,WRE Maths v3 Y7 SUM B4 SOL Angles and polygons.pdf,,high,,False,False,,,,angles and
Year 7,Summer,4,,Angles and,Angles and polygons,9,Solve problems with angles,"In this small step, students apply known angle facts to calculate unknown angles in a variety of contexts. At this stage, students should be confident in using all the angle facts covered so far in this block. The focus of this step is on identifying which fact to apply and justifying solutions using accurate mathematical vocabulary and notation. Encourage students to explain their thinking clearly and to check whether their answers are sensible. Model how to set up and solve equations based on different angle facts. More challenging questions may combine several angle facts, requiring a step-by- step approach to reach the solution. Calculators can be used to ensure that the focus remains on the application of the angle facts, rather than the arithmetic. Misconceptions and common errors • Students may confuse which fact or facts apply to a situation. • Students may forget that vertically opposite angles are equal and instead assume that they sum to 180° or 360°. • Students may try to measure rather than calculate angles. • Students may not show clear reasoning or may use incorrect or incomplete justification when explaining their answers. Year 7 | Summer term | Block 4 – Angles and polygons | Step 9 Mathematical talk • What do you know? What can you find out? • What information can you add to the diagram? • How do you decide which angle fact to use and apply? • Is it possible to apply more than one angle fact in this problem? • Which angle facts do you know? • Which angle facts do you think you will need to apply to this problem? • How do you know whether to use 180° or 360° in a calculation? • How can you check that your answer is sensible once you have calculated an unknown angle? National Curriculum links • Apply the properties of angles at a point, angles at a point on a straight line, vertically opposite angles • Derive and use the sum of angles in a triangle and use it to deduce the angle sum in any polygon, and to derive properties of regular polygons • Apply angle facts, triangle congruence, similarity and properties of quadrilaterals to derive results about angles and sides, including Pythagoras’ theorem, and use known results to obtain simple proofs",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B4 SOL Angles and polygons.pdf,WRE Maths v3 Y7 SUM B4 SOL Angles and polygons.pdf,,high,,False,False,,,,angles and
Year 7,Summer,4,,Angles and,Angles and polygons,10,Parallel and perpendicular lines,"In this small step, students consolidate and extend their Key Stage 2 understanding of parallel and perpendicular lines. Remind students that parallel lines are always the same distance apart and never meet, no matter how far they are extended. Perpendicular lines meet at a right angle (90°), which can be shown using a square corner or set square. Use clear diagrams and practical examples, such as train tracks for parallel lines or the corner of a book for perpendicular lines. Encourage students to spot these relationships in shapes, coordinate grids and the classroom environment. Emphasise accurate vocabulary, such as “intersect” and “right angle”, and correct notation, including arrows for parallel lines and squares for right angles. Students should practise drawing parallel and perpendicular lines using a ruler and protractor or set square. Misconceptions and common errors • Students may assume that all lines that do not meet are parallel, overlooking the fact that parallel lines must also be equidistant. • Students may assume that lines need to be the same length to be parallel. • Students may confuse perpendicular lines with any intersecting lines. Year 7 | Summer term | Block 4 – Angles and polygons | Step 10 Mathematical talk • How can you tell that two lines are parallel? • What does it mean for two lines to be the same distance apart? • Can parallel lines ever meet? Explain your answer. • What makes a pair of lines perpendicular? • How can you check that two lines are perpendicular? • What is the same and what is different about parallel lines and perpendicular lines? • Where might you see parallel/perpendicular lines in everyday life? • If line AB is perpendicular to CD, and EF is parallel to AB, what is the relationship between EF and CD? National Curriculum links • Describe, sketch and draw using conventional terms and notations: points, lines, parallel lines, perpendicular lines, right angles, regular polygons, and other polygons that are reflectively and rotationally symmetric",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B4 SOL Angles and polygons.pdf,WRE Maths v3 Y7 SUM B4 SOL Angles and polygons.pdf,,high,,False,False,,,,angles and
Year 7,Summer,4,,Angles and,Angles and polygons,11,Investigate angles in parallel lines  E,"In this extend step, students explore angles formed when a transversal crosses parallel lines. The focus of this step is on careful measurement and observation of angles in parallel lines. Students investigate patterns and compare different angle positions. Encourage them to use known angle facts, such as angles on a straight line or around a point, to justify their ideas, where possible. Provide opportunities for students to test their conjectures with further examples to build confidence. This investigative approach develops curiosity and provides a secure foundation for introducing formal parallel line angle facts in later steps. Misconceptions and common errors • Students may believe that all angles formed by a transversal and parallel lines are equal. • Students may believe that parallel lines must always be horizontal. • Students may not understand that there can be more than two parallel lines in a set. Year 7 | Summer term | Block 4 – Angles and polygons | Step 11 Mathematical talk • How can you identify parallel lines? • Do parallel lines always have to be drawn horizontally? Explain your answer. • How many angles are created when a transversal intersects a pair of parallel lines? • What do you notice about the sizes of the angles formed between a transversal and parallel lines? Is there a pattern? • Are there any other pairs of equal angles? Explain how you know. • If you know the size of one angle, how can you use angles on a straight line, vertically opposite angles and angles around a point to work out other angles? National Curriculum links • Apply the properties of angles at a point, angles at a point on a straight line, vertically opposite angles • Understand and use the relationship between parallel lines and alternate and corresponding angles • Describe, sketch and draw using conventional terms and notations: points, lines, parallel lines, perpendicular lines, right angles, regular polygons, and other polygons that are reflectively and rotationally symmetric E",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B4 SOL Angles and polygons.pdf,WRE Maths v3 Y7 SUM B4 SOL Angles and polygons.pdf,,high,,False,False,,,,angles and
Year 7,Summer,4,,Angles and,Angles and polygons,12,Angles in any polygon  E,"In this extend step, students are introduced to the sum of the interior angles in a polygon. Start with triangles, where the angles sum to 180°, and quadrilaterals, which can be split into two triangles to give 360°. Explore polygons with more sides by partitioning them into triangles from a single vertex, for example splitting a pentagon into three triangles, making the sum of the interior angles 540°. Encourage students to investigate different polygons and record their findings, noticing how the number of sides links to the number of triangles and the total angle sum. Then introduce regular polygons, showing how each interior angle can be found by dividing the total by the number of sides. Students also identify interior and exterior angles at a vertex and calculate them using their knowledge of angles on a straight line. Misconceptions and common errors • Students may think that the sum of the interior angles differs between regular and irregular polygons. • Students may assume that the sum of the angles can be found by multiplying the number of sides by 180°. • Students may struggle to split the polygons into triangles, using more than one vertex. Year 7 | Summer term | Block 4 – Angles and polygons | Step 12 Mathematical talk • How many triangles can a quadrilateral be split into? What does that tell you about the total sum of its interior angles? • If a pentagon can be split into three triangles, what does that tell you about the total sum of its interior angles? • Why is the interior angle sum of any polygon always a multiple of 180°? • Describe the relationship between the number of sides a polygon has and the number of triangles it can be split into from one vertex. • How can you calculate the angle sum of any polygon? Does your method work for concave polygons? National Curriculum links • Derive and use the sum of angles in a triangle and use it to deduce the angle sum in any polygon, and to derive properties of regular polygons E",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B4 SOL Angles and polygons.pdf,WRE Maths v3 Y7 SUM B4 SOL Angles and polygons.pdf,,high,,False,False,,,,angles and
Year 7,Summer,4,,Angles and,Angles and polygons,13,Simple proofs  E,"In this extend step, students are introduced to the idea of simple proofs using known angle facts. Distinguish between a demonstration, which shows why something is true in one case, and a proof, which explains why it is always true. Model how the angles in a triangle sum to 180° by cutting out the three corners and rearranging them so that they fit together along a straight line. Encourage students to make links to earlier angle facts, recognising that angles on a straight line sum to 180°. Students should practise writing short proofs, focusing on clear reasoning and step-by-step justification. Discussions about efficiency and generalisation will help students to see how proofs provide certainty and are more powerful than examples alone. Misconceptions and common errors • Students may think that showing one example is enough to prove a fact. • Students may think that proofs are only shown by calculations, rather than reasoning and logical facts. • Students may write explanations without a clear structure. • Students may struggle with more challenging expressions such as 180 − (90 − x). Year 7 | Summer term | Block 4 – Angles and polygons | Step 13 Mathematical talk • What is the same and what is different about a proof and a demonstration? • What do you know? What can you find out? • Is it possible to prove something in more than one way? • How could you prove that there are 360° in a full turn? • Why is it important to write each step of a proof in order? • This trapezium has two right angles. Does this mean that every trapezium has two right angles? Explain how you know. • How can you prove that the angles in a pentagon sum to 540° using the fact that angles in a triangle sum to 180°? National Curriculum links • Apply angle facts, triangle congruence, similarity and properties of quadrilaterals to derive results about angles and sides, including Pythagoras’ theorem, and use known results to obtain simple proofs E",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B4 SOL Angles and polygons.pdf,WRE Maths v3 Y7 SUM B4 SOL Angles and polygons.pdf,,high,,False,False,,,,angles and
