year,age,term,difficulty,topic,small_step_num,small_step_num_in_topic,small_step_num_global,small_step,small_step_name,small_step_desc,ss_wr_desc,ss_desc_validated,ss_desc_validated_source,small_step_id,small_step_key,rank,recommendation_num,recommendation_id,video_id,title,video_title,channel,duration,duration_formatted,semantic_score,alignment_score,instruction_score,combined_score,alignment_justification,instruction_justification,run_signature
Year 1,5-6,Autumn,,Addition and subtraction within 10,7,7,22,Number bonds to 10,Number bonds to 10,"move on from number bonds within 10 to number bonds to 10 Initially, allow children to explore finding the number bonds. They could use two different colour cubes to build towers of 10 and represent their tower in a number sentence. For example, if their tower is made up of 2 blue cubes and 8 red cubes, they have 10 cubes altogether, so 2 + 8 = 10 As children become more comfortable in finding these bonds to 10, encourage them to use their earlier learning to work systematically to find all the number bonds. Ten frames and double-sided counters can support them with their thinking. This is essential learning that forms the basis of our number system, so time should be spent ensuring that children are comfortable with finding and recognising these bonds.","move on from number bonds within 10 to number bonds to 10 Initially, allow children to explore finding the number bonds. They could use two different colour cubes to build towers of 10 and represent their tower in a number sentence. For example, if their tower is made up of 2 blue cubes and 8 red cubes, they have 10 cubes altogether, so 2 + 8 = 10 As children become more comfortable in finding these bonds to 10, encourage them to use their earlier learning to work systematically to find all the number bonds. Ten frames and double-sided counters can support them with their thinking. This is essential learning that forms the basis of our number system, so time should be spent ensuring that children are comfortable with finding and recognising these bonds.","move on from number bonds within 10 to number bonds to 10 Initially, allow children to explore finding the number bonds. They could use two different colour cubes to build towers of 10 and represent their tower in a number sentence. For example, if their tower is made up of 2 blue cubes and 8 red cubes, they have 10 cubes altogether, so 2 + 8 = 10 As children become more comfortable in finding these bonds to 10, encourage them to use their earlier learning to work systematically to find all the number bonds. Ten frames and double-sided counters can support them with their thinking. This is essential learning that forms the basis of our number system, so time should be spent ensuring that children are comfortable with finding and recognising these bonds.",baseline,Year 1_5-6_Autumn__Addition and subtraction within 10_7_Number bonds to 10,year-1__5-6__autumn__blank__addition-and-subtraction-within-10__7__number-bonds-to-10,1,1,Year 1_5-6_Autumn__Addition and subtraction within 10_7_Number bonds to 10_recommendation_1,FY83JJF2BeI,What numbers make 10 | Make 10 with Frame and Number Bond |kindergarten  | Fun Learn Explore #make10,What numbers make 10 | Make 10 with Frame and Number Bond |kindergarten  | Fun Learn Explore #make10,Fun_Learn_Explore,00:09:25,00:09:25,0.8313,95.0,85.0,0.8597,"The transcript content aligns very well with the target objective of teaching number bonds to 10, as it systematically explores all combinations that make 10 using a 10's frame. The age-appropriate language and interactive questioning engage young learners effectively, while the focus remains strictly on the specific objective without drifting into broader topics.","The transcript effectively introduces the concept of number bonds to 10 using a 10's frame and provides clear, step-by-step examples that are appropriate for young learners. The language is mostly simple and engaging, with prompts for student participation, although some terms like 'number bonds' and 'value' could be better defined for clarity.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Addition and subtraction within 10,7,7,22,Number bonds to 10,Number bonds to 10,"move on from number bonds within 10 to number bonds to 10 Initially, allow children to explore finding the number bonds. They could use two different colour cubes to build towers of 10 and represent their tower in a number sentence. For example, if their tower is made up of 2 blue cubes and 8 red cubes, they have 10 cubes altogether, so 2 + 8 = 10 As children become more comfortable in finding these bonds to 10, encourage them to use their earlier learning to work systematically to find all the number bonds. Ten frames and double-sided counters can support them with their thinking. This is essential learning that forms the basis of our number system, so time should be spent ensuring that children are comfortable with finding and recognising these bonds.","move on from number bonds within 10 to number bonds to 10 Initially, allow children to explore finding the number bonds. They could use two different colour cubes to build towers of 10 and represent their tower in a number sentence. For example, if their tower is made up of 2 blue cubes and 8 red cubes, they have 10 cubes altogether, so 2 + 8 = 10 As children become more comfortable in finding these bonds to 10, encourage them to use their earlier learning to work systematically to find all the number bonds. Ten frames and double-sided counters can support them with their thinking. This is essential learning that forms the basis of our number system, so time should be spent ensuring that children are comfortable with finding and recognising these bonds.","move on from number bonds within 10 to number bonds to 10 Initially, allow children to explore finding the number bonds. They could use two different colour cubes to build towers of 10 and represent their tower in a number sentence. For example, if their tower is made up of 2 blue cubes and 8 red cubes, they have 10 cubes altogether, so 2 + 8 = 10 As children become more comfortable in finding these bonds to 10, encourage them to use their earlier learning to work systematically to find all the number bonds. Ten frames and double-sided counters can support them with their thinking. This is essential learning that forms the basis of our number system, so time should be spent ensuring that children are comfortable with finding and recognising these bonds.",baseline,Year 1_5-6_Autumn__Addition and subtraction within 10_7_Number bonds to 10,year-1__5-6__autumn__blank__addition-and-subtraction-within-10__7__number-bonds-to-10,2,2,Year 1_5-6_Autumn__Addition and subtraction within 10_7_Number bonds to 10_recommendation_2,iv2jtH-4zUQ,Number bonds to 10 using Numicon,Number bonds to 10 using Numicon,Mrs_Melen,00:09:36,00:09:36,0.8175,95.0,85.0,0.8521,"The transcript closely aligns with the target objective by focusing on finding number bonds to 10, which is the main teaching focus. It effectively uses counting and visual aids to help young learners understand the concept, while remaining age-appropriate and engaging. The content stays on topic without drifting into broader objectives.","The transcript effectively introduces the concept of number bonds to 10 through a clear, step-by-step approach, using simple language appropriate for young learners. It engages students by prompting them to participate in counting and guessing, while also providing visual aids like the numeric on, which helps illustrate the concept. However, the explanation could be enhanced with more pictographic examples and a clearer structure to reinforce understanding.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Addition and subtraction within 10,7,7,22,Number bonds to 10,Number bonds to 10,"move on from number bonds within 10 to number bonds to 10 Initially, allow children to explore finding the number bonds. They could use two different colour cubes to build towers of 10 and represent their tower in a number sentence. For example, if their tower is made up of 2 blue cubes and 8 red cubes, they have 10 cubes altogether, so 2 + 8 = 10 As children become more comfortable in finding these bonds to 10, encourage them to use their earlier learning to work systematically to find all the number bonds. Ten frames and double-sided counters can support them with their thinking. This is essential learning that forms the basis of our number system, so time should be spent ensuring that children are comfortable with finding and recognising these bonds.","move on from number bonds within 10 to number bonds to 10 Initially, allow children to explore finding the number bonds. They could use two different colour cubes to build towers of 10 and represent their tower in a number sentence. For example, if their tower is made up of 2 blue cubes and 8 red cubes, they have 10 cubes altogether, so 2 + 8 = 10 As children become more comfortable in finding these bonds to 10, encourage them to use their earlier learning to work systematically to find all the number bonds. Ten frames and double-sided counters can support them with their thinking. This is essential learning that forms the basis of our number system, so time should be spent ensuring that children are comfortable with finding and recognising these bonds.","move on from number bonds within 10 to number bonds to 10 Initially, allow children to explore finding the number bonds. They could use two different colour cubes to build towers of 10 and represent their tower in a number sentence. For example, if their tower is made up of 2 blue cubes and 8 red cubes, they have 10 cubes altogether, so 2 + 8 = 10 As children become more comfortable in finding these bonds to 10, encourage them to use their earlier learning to work systematically to find all the number bonds. Ten frames and double-sided counters can support them with their thinking. This is essential learning that forms the basis of our number system, so time should be spent ensuring that children are comfortable with finding and recognising these bonds.",baseline,Year 1_5-6_Autumn__Addition and subtraction within 10_7_Number bonds to 10,year-1__5-6__autumn__blank__addition-and-subtraction-within-10__7__number-bonds-to-10,3,3,Year 1_5-6_Autumn__Addition and subtraction within 10_7_Number bonds to 10_recommendation_3,bYRkptZ97c4,Parts and Whole - Learn To Break Numbers Into Parts,Parts and Whole - Learn To Break Numbers Into Parts,Miacademy_&_MiaPrep_Learning_Channel,00:08:26,00:08:26,0.8349,90.0,85.0,0.8517,"The transcript effectively aligns with the target objective by introducing number bonds to 10 using concrete examples with cubes and encouraging exploration of parts and wholes. It maintains a focus on the specific objective without drifting into broader topics, making it suitable for the age group of 5-6 year-olds.","The transcript effectively introduces the concept of parts and wholes using relatable language and engaging examples with snap cubes, which is appropriate for young learners. It maintains focus on the single concept of number bonds to 10, includes clear visual representations, and prompts student engagement through interactive counting and activities. However, some language could be simplified further to enhance understanding for the youngest learners.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Addition and subtraction within 10,8,8,23,Addition – add together,Addition – add together,"begin to formalise the idea of addition as bringing two or more parts together to create a whole. This is a more formal way of looking at the learning they have covered earlier in this block. At this stage, the focus should be on bringing two parts together, rather than adding more, which will be covered explicitly in the next step. When representing their additions, encourage children to use correct mathematical language to explain, for example “3 cubes plus 5 cubes is equal to 8 cubes.” The use of “is equal to” rather than “makes” will support children in later learning. Ten frames, counters and Rekenreks are useful manipulatives to support this learning, and part-whole models can be used to represent additions.","begin to formalise the idea of addition as bringing two or more parts together to create a whole. This is a more formal way of looking at the learning they have covered earlier in this block. At this stage, the focus should be on bringing two parts together, rather than adding more, which will be covered explicitly in the next step. When representing their additions, encourage children to use correct mathematical language to explain, for example “3 cubes plus 5 cubes is equal to 8 cubes.” The use of “is equal to” rather than “makes” will support children in later learning. Ten frames, counters and Rekenreks are useful manipulatives to support this learning, and part-whole models can be used to represent additions.","begin to formalise the idea of addition as bringing two or more parts together to create a whole. This is a more formal way of looking at the learning they have covered earlier in this block. At this stage, the focus should be on bringing two parts together, rather than adding more, which will be covered explicitly in the next step. When representing their additions, encourage children to use correct mathematical language to explain, for example “3 cubes plus 5 cubes is equal to 8 cubes.” The use of “is equal to” rather than “makes” will support children in later learning. Ten frames, counters and Rekenreks are useful manipulatives to support this learning, and part-whole models can be used to represent additions.",baseline,Year 1_5-6_Autumn__Addition and subtraction within 10_8_Addition – add together,year-1__5-6__autumn__blank__addition-and-subtraction-within-10__8__addition--add-together,1,1,Year 1_5-6_Autumn__Addition and subtraction within 10_8_Addition – add together_recommendation_1,0peKfCVDf6E,Counting to Add - Beginning Math for Kids!,Counting to Add - Beginning Math for Kids!,Miacademy_&_MiaPrep_Learning_Channel,00:08:08,00:08:08,0.7934,90.0,85.0,0.8288,"The transcript aligns well with the target objective by focusing on the concept of addition as combining parts to form a whole, using clear mathematical language. It effectively introduces the idea of addition with relatable examples and encourages the use of manipulatives, which is suitable for the age group of 5-6 year-olds. However, it slightly drifts into broader strategies like counting on and using number lines, which may be more advanced for learners new to the topic.","The transcript effectively introduces the concept of addition by focusing on the parts and whole, using relatable examples like fruit slices. It employs clear language appropriate for young learners and includes engaging prompts for participation. However, the introduction of multiple strategies (counting up and counting on) may slightly overwhelm the target age group, which could benefit from a more singular focus initially.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Addition and subtraction within 10,8,8,23,Addition – add together,Addition – add together,"begin to formalise the idea of addition as bringing two or more parts together to create a whole. This is a more formal way of looking at the learning they have covered earlier in this block. At this stage, the focus should be on bringing two parts together, rather than adding more, which will be covered explicitly in the next step. When representing their additions, encourage children to use correct mathematical language to explain, for example “3 cubes plus 5 cubes is equal to 8 cubes.” The use of “is equal to” rather than “makes” will support children in later learning. Ten frames, counters and Rekenreks are useful manipulatives to support this learning, and part-whole models can be used to represent additions.","begin to formalise the idea of addition as bringing two or more parts together to create a whole. This is a more formal way of looking at the learning they have covered earlier in this block. At this stage, the focus should be on bringing two parts together, rather than adding more, which will be covered explicitly in the next step. When representing their additions, encourage children to use correct mathematical language to explain, for example “3 cubes plus 5 cubes is equal to 8 cubes.” The use of “is equal to” rather than “makes” will support children in later learning. Ten frames, counters and Rekenreks are useful manipulatives to support this learning, and part-whole models can be used to represent additions.","begin to formalise the idea of addition as bringing two or more parts together to create a whole. This is a more formal way of looking at the learning they have covered earlier in this block. At this stage, the focus should be on bringing two parts together, rather than adding more, which will be covered explicitly in the next step. When representing their additions, encourage children to use correct mathematical language to explain, for example “3 cubes plus 5 cubes is equal to 8 cubes.” The use of “is equal to” rather than “makes” will support children in later learning. Ten frames, counters and Rekenreks are useful manipulatives to support this learning, and part-whole models can be used to represent additions.",baseline,Year 1_5-6_Autumn__Addition and subtraction within 10_8_Addition – add together,year-1__5-6__autumn__blank__addition-and-subtraction-within-10__8__addition--add-together,2,2,Year 1_5-6_Autumn__Addition and subtraction within 10_8_Addition – add together_recommendation_2,8HpfhU253Kc,"Kindergarten Math 5.2, Addition: Put Together","Kindergarten Math 5.2, Addition: Put Together",JoAnn's_School,00:04:56,00:04:56,0.7723,90.0,70.0,0.7797,"The transcript aligns well with the target objective by focusing on addition as combining two parts to create a whole, using appropriate mathematical language such as 'plus' and 'is equal to.' It effectively utilizes manipulatives like ten frames and counters, which are suitable for the age group, and maintains a clear focus on the addition concept without drifting into broader topics.","The transcript effectively introduces the concept of addition as putting together using simple language and examples with counters. However, it could benefit from clearer definitions of terms like 'plus' and 'equals' and more engagement prompts to maintain the attention of young learners. While it focuses on the single concept of addition, the explanation could be more concise to enhance understanding for the target age group.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Addition and subtraction within 10,8,8,23,Addition – add together,Addition – add together,"begin to formalise the idea of addition as bringing two or more parts together to create a whole. This is a more formal way of looking at the learning they have covered earlier in this block. At this stage, the focus should be on bringing two parts together, rather than adding more, which will be covered explicitly in the next step. When representing their additions, encourage children to use correct mathematical language to explain, for example “3 cubes plus 5 cubes is equal to 8 cubes.” The use of “is equal to” rather than “makes” will support children in later learning. Ten frames, counters and Rekenreks are useful manipulatives to support this learning, and part-whole models can be used to represent additions.","begin to formalise the idea of addition as bringing two or more parts together to create a whole. This is a more formal way of looking at the learning they have covered earlier in this block. At this stage, the focus should be on bringing two parts together, rather than adding more, which will be covered explicitly in the next step. When representing their additions, encourage children to use correct mathematical language to explain, for example “3 cubes plus 5 cubes is equal to 8 cubes.” The use of “is equal to” rather than “makes” will support children in later learning. Ten frames, counters and Rekenreks are useful manipulatives to support this learning, and part-whole models can be used to represent additions.","begin to formalise the idea of addition as bringing two or more parts together to create a whole. This is a more formal way of looking at the learning they have covered earlier in this block. At this stage, the focus should be on bringing two parts together, rather than adding more, which will be covered explicitly in the next step. When representing their additions, encourage children to use correct mathematical language to explain, for example “3 cubes plus 5 cubes is equal to 8 cubes.” The use of “is equal to” rather than “makes” will support children in later learning. Ten frames, counters and Rekenreks are useful manipulatives to support this learning, and part-whole models can be used to represent additions.",baseline,Year 1_5-6_Autumn__Addition and subtraction within 10_8_Addition – add together,year-1__5-6__autumn__blank__addition-and-subtraction-within-10__8__addition--add-together,3,3,Year 1_5-6_Autumn__Addition and subtraction within 10_8_Addition – add together_recommendation_3,32h4-NuY8KU,Connecting Ten Frames to Number Bonds,Connecting Ten Frames to Number Bonds,Take_a_Minute_for_Math,00:05:56,00:05:56,0.7212,85.0,75.0,0.7542,"The video effectively introduces the concept of addition by using ten frames and number bonds, which aligns well with the target objective of bringing two parts together to create a whole. It focuses on using manipulatives and correct mathematical language, although it briefly touches on subtraction, which could distract from the primary focus of addition.","The transcript effectively introduces the concepts of ten frames and number bonds using simple language and relatable examples, which is suitable for young learners. However, while it provides a good explanation of how to use manipulatives, it could benefit from more focused prompts for student engagement and clearer definitions of terms like 'number bond' to ensure comprehension.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Addition and subtraction within 10,9,9,24,Addition – add more,Addition – add more,"build on their understanding of addition as they explore the structure of “adding more”. The focus is on increasing one quantity by a given amount, while continuing to work within 10 As in the earlier steps, classroom items and concrete resources can be used to support children’s learning and “first, then, now” stories can help to build their understanding. For example, “First Rosie has 3 pencils. Then she is given 2 more pencils. How many pencils does she have now?” While exploring with physical pencils will help children with initial understanding, moving towards representations such as ten frames and counters and Rekenreks will support when working in the abstract. A number line can also support children in finding how many there are. When working on a number line, they should start from the “first” number, and draw jumps to find the total.","build on their understanding of addition as they explore the structure of “adding more”. The focus is on increasing one quantity by a given amount, while continuing to work within 10 As in the earlier steps, classroom items and concrete resources can be used to support children’s learning and “first, then, now” stories can help to build their understanding. For example, “First Rosie has 3 pencils. Then she is given 2 more pencils. How many pencils does she have now?” While exploring with physical pencils will help children with initial understanding, moving towards representations such as ten frames and counters and Rekenreks will support when working in the abstract. A number line can also support children in finding how many there are. When working on a number line, they should start from the “first” number, and draw jumps to find the total.","build on their understanding of addition as they explore the structure of “adding more”. The focus is on increasing one quantity by a given amount, while continuing to work within 10 As in the earlier steps, classroom items and concrete resources can be used to support children’s learning and “first, then, now” stories can help to build their understanding. For example, “First Rosie has 3 pencils. Then she is given 2 more pencils. How many pencils does she have now?” While exploring with physical pencils will help children with initial understanding, moving towards representations such as ten frames and counters and Rekenreks will support when working in the abstract. A number line can also support children in finding how many there are. When working on a number line, they should start from the “first” number, and draw jumps to find the total.",baseline,Year 1_5-6_Autumn__Addition and subtraction within 10_9_Addition – add more,year-1__5-6__autumn__blank__addition-and-subtraction-within-10__9__addition--add-more,1,1,Year 1_5-6_Autumn__Addition and subtraction within 10_9_Addition – add more_recommendation_1,0peKfCVDf6E,Counting to Add - Beginning Math for Kids!,Counting to Add - Beginning Math for Kids!,Miacademy_&_MiaPrep_Learning_Channel,00:08:08,00:08:08,0.7539,85.0,85.0,0.7971,"The transcript aligns well with the target curriculum objective of addition within 10, specifically focusing on 'adding more' by using concrete examples and visual aids like number lines and counters. However, it slightly drifts into broader concepts of parts and whole without consistently emphasizing the 'adding more' aspect, which could be more explicitly highlighted for the age group of 5-6 year-olds.","The transcript effectively explains the concept of addition using relatable examples and clear language suitable for young learners. It maintains focus on the single concept of 'adding more' throughout the video and incorporates engaging prompts for student participation. However, the introduction of terms like 'number bond' and 'counting on' could benefit from more explicit definitions and simpler explanations to ensure clarity for the target age group.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Addition and subtraction within 10,9,9,24,Addition – add more,Addition – add more,"build on their understanding of addition as they explore the structure of “adding more”. The focus is on increasing one quantity by a given amount, while continuing to work within 10 As in the earlier steps, classroom items and concrete resources can be used to support children’s learning and “first, then, now” stories can help to build their understanding. For example, “First Rosie has 3 pencils. Then she is given 2 more pencils. How many pencils does she have now?” While exploring with physical pencils will help children with initial understanding, moving towards representations such as ten frames and counters and Rekenreks will support when working in the abstract. A number line can also support children in finding how many there are. When working on a number line, they should start from the “first” number, and draw jumps to find the total.","build on their understanding of addition as they explore the structure of “adding more”. The focus is on increasing one quantity by a given amount, while continuing to work within 10 As in the earlier steps, classroom items and concrete resources can be used to support children’s learning and “first, then, now” stories can help to build their understanding. For example, “First Rosie has 3 pencils. Then she is given 2 more pencils. How many pencils does she have now?” While exploring with physical pencils will help children with initial understanding, moving towards representations such as ten frames and counters and Rekenreks will support when working in the abstract. A number line can also support children in finding how many there are. When working on a number line, they should start from the “first” number, and draw jumps to find the total.","build on their understanding of addition as they explore the structure of “adding more”. The focus is on increasing one quantity by a given amount, while continuing to work within 10 As in the earlier steps, classroom items and concrete resources can be used to support children’s learning and “first, then, now” stories can help to build their understanding. For example, “First Rosie has 3 pencils. Then she is given 2 more pencils. How many pencils does she have now?” While exploring with physical pencils will help children with initial understanding, moving towards representations such as ten frames and counters and Rekenreks will support when working in the abstract. A number line can also support children in finding how many there are. When working on a number line, they should start from the “first” number, and draw jumps to find the total.",baseline,Year 1_5-6_Autumn__Addition and subtraction within 10_9_Addition – add more,year-1__5-6__autumn__blank__addition-and-subtraction-within-10__9__addition--add-more,2,2,Year 1_5-6_Autumn__Addition and subtraction within 10_9_Addition – add more_recommendation_2,cJMQQXwFrOY,Addition Concept for Kids| Addition up to 10 | Kindergarten Maths | Fun Learn Explore,Addition Concept for Kids| Addition up to 10 | Kindergarten Maths | Fun Learn Explore,Fun_Learn_Explore,00:13:44,00:13:44,0.7332,85.0,75.0,0.7607,"The video effectively introduces the concept of addition within 10, using relatable examples and engaging counting activities that align with the target objective. However, while it does focus on adding more, it occasionally drifts into broader concepts of addition without consistently reinforcing the 'first, then, now' structure specified in the curriculum objective.","The transcript effectively introduces the concept of addition using relatable examples like fruits and everyday items, which are engaging for young learners. However, while it maintains a focus on addition, the language is somewhat complex at times, and the introduction of terms like 'strategy' and 'previous number' could confuse the target age group. More visual aids or pictorial representations could enhance understanding further.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Addition and subtraction within 10,9,9,24,Addition – add more,Addition – add more,"build on their understanding of addition as they explore the structure of “adding more”. The focus is on increasing one quantity by a given amount, while continuing to work within 10 As in the earlier steps, classroom items and concrete resources can be used to support children’s learning and “first, then, now” stories can help to build their understanding. For example, “First Rosie has 3 pencils. Then she is given 2 more pencils. How many pencils does she have now?” While exploring with physical pencils will help children with initial understanding, moving towards representations such as ten frames and counters and Rekenreks will support when working in the abstract. A number line can also support children in finding how many there are. When working on a number line, they should start from the “first” number, and draw jumps to find the total.","build on their understanding of addition as they explore the structure of “adding more”. The focus is on increasing one quantity by a given amount, while continuing to work within 10 As in the earlier steps, classroom items and concrete resources can be used to support children’s learning and “first, then, now” stories can help to build their understanding. For example, “First Rosie has 3 pencils. Then she is given 2 more pencils. How many pencils does she have now?” While exploring with physical pencils will help children with initial understanding, moving towards representations such as ten frames and counters and Rekenreks will support when working in the abstract. A number line can also support children in finding how many there are. When working on a number line, they should start from the “first” number, and draw jumps to find the total.","build on their understanding of addition as they explore the structure of “adding more”. The focus is on increasing one quantity by a given amount, while continuing to work within 10 As in the earlier steps, classroom items and concrete resources can be used to support children’s learning and “first, then, now” stories can help to build their understanding. For example, “First Rosie has 3 pencils. Then she is given 2 more pencils. How many pencils does she have now?” While exploring with physical pencils will help children with initial understanding, moving towards representations such as ten frames and counters and Rekenreks will support when working in the abstract. A number line can also support children in finding how many there are. When working on a number line, they should start from the “first” number, and draw jumps to find the total.",baseline,Year 1_5-6_Autumn__Addition and subtraction within 10_9_Addition – add more,year-1__5-6__autumn__blank__addition-and-subtraction-within-10__9__addition--add-more,3,3,Year 1_5-6_Autumn__Addition and subtraction within 10_9_Addition – add more_recommendation_3,BmSc0pDbsxY,Addition Sentences - Learn To Read and Solve Addition for Kids,Addition Sentences - Learn To Read and Solve Addition for Kids,Miacademy_&_MiaPrep_Learning_Channel,00:05:27,00:05:27,0.7238,85.0,75.0,0.7556,"The video aligns well with the target objective by focusing on addition and the concept of 'adding more' through number stories and number sentences. It effectively uses concrete examples and visual aids like number bonds, which are suitable for the age group. However, it could improve by incorporating more physical resources and 'first, then, now' stories to enhance understanding further.","The transcript effectively introduces the concept of addition through relatable number stories and visual aids like number bonds, which are appropriate for young learners. However, the introduction of mathematical symbols and terms could be simplified further, as some phrases may be complex for 5-6 year-olds, potentially distracting from the core concept of 'adding more'.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Addition and subtraction within 10,10,10,25,Addition problems,Addition problems,"This small step brings together the learning from the previous steps, as children start to answer addition problems that are not isolated to a specific structure. As this is the first time that they are likely to have explored multiple structures within different contexts, this can initially be overwhelming for children. The use of manipulatives and realistic situations can support children to understand what is happening. While concrete resources and visual representations are useful, children should move towards working in the abstract. This is an excellent opportunity to reinforce learning on number bonds, from earlier in the block. Children should start to use these bonds to find answers to additions rather than always relying on counting.","This small step brings together the learning from the previous steps, as children start to answer addition problems that are not isolated to a specific structure. As this is the first time that they are likely to have explored multiple structures within different contexts, this can initially be overwhelming for children. The use of manipulatives and realistic situations can support children to understand what is happening. While concrete resources and visual representations are useful, children should move towards working in the abstract. This is an excellent opportunity to reinforce learning on number bonds, from earlier in the block. Children should start to use these bonds to find answers to additions rather than always relying on counting.","This small step brings together the learning from the previous steps, as children start to answer addition problems that are not isolated to a specific structure. As this is the first time that they are likely to have explored multiple structures within different contexts, this can initially be overwhelming for children. The use of manipulatives and realistic situations can support children to understand what is happening. While concrete resources and visual representations are useful, children should move towards working in the abstract. This is an excellent opportunity to reinforce learning on number bonds, from earlier in the block. Children should start to use these bonds to find answers to additions rather than always relying on counting.",baseline,Year 1_5-6_Autumn__Addition and subtraction within 10_10_Addition problems,year-1__5-6__autumn__blank__addition-and-subtraction-within-10__10__addition-problems,1,1,Year 1_5-6_Autumn__Addition and subtraction within 10_10_Addition problems_recommendation_1,0peKfCVDf6E,Counting to Add - Beginning Math for Kids!,Counting to Add - Beginning Math for Kids!,Miacademy_&_MiaPrep_Learning_Channel,00:08:08,00:08:08,0.7667,95.0,85.0,0.8242,"The transcript aligns well with the target curriculum objective by introducing addition through the concept of parts and whole, which is suitable for learners aged 5-6. It effectively uses manipulatives and visual aids, such as number bonds and number lines, to support understanding, while also reinforcing number bonds from earlier lessons. The focus remains on addition problems within 10, avoiding broader objectives.","The transcript effectively introduces the concept of addition using relatable examples and clear explanations of parts and wholes, which are appropriate for young learners. It maintains focus on a single concept throughout, uses simple language, and includes engaging prompts for student participation, though it could benefit from more pictorial representations to further aid understanding.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Addition and subtraction within 10,10,10,25,Addition problems,Addition problems,"This small step brings together the learning from the previous steps, as children start to answer addition problems that are not isolated to a specific structure. As this is the first time that they are likely to have explored multiple structures within different contexts, this can initially be overwhelming for children. The use of manipulatives and realistic situations can support children to understand what is happening. While concrete resources and visual representations are useful, children should move towards working in the abstract. This is an excellent opportunity to reinforce learning on number bonds, from earlier in the block. Children should start to use these bonds to find answers to additions rather than always relying on counting.","This small step brings together the learning from the previous steps, as children start to answer addition problems that are not isolated to a specific structure. As this is the first time that they are likely to have explored multiple structures within different contexts, this can initially be overwhelming for children. The use of manipulatives and realistic situations can support children to understand what is happening. While concrete resources and visual representations are useful, children should move towards working in the abstract. This is an excellent opportunity to reinforce learning on number bonds, from earlier in the block. Children should start to use these bonds to find answers to additions rather than always relying on counting.","This small step brings together the learning from the previous steps, as children start to answer addition problems that are not isolated to a specific structure. As this is the first time that they are likely to have explored multiple structures within different contexts, this can initially be overwhelming for children. The use of manipulatives and realistic situations can support children to understand what is happening. While concrete resources and visual representations are useful, children should move towards working in the abstract. This is an excellent opportunity to reinforce learning on number bonds, from earlier in the block. Children should start to use these bonds to find answers to additions rather than always relying on counting.",baseline,Year 1_5-6_Autumn__Addition and subtraction within 10_10_Addition problems,year-1__5-6__autumn__blank__addition-and-subtraction-within-10__10__addition-problems,2,2,Year 1_5-6_Autumn__Addition and subtraction within 10_10_Addition problems_recommendation_2,BmSc0pDbsxY,Addition Sentences - Learn To Read and Solve Addition for Kids,Addition Sentences - Learn To Read and Solve Addition for Kids,Miacademy_&_MiaPrep_Learning_Channel,00:05:27,00:05:27,0.686,90.0,85.0,0.7698,"The transcript aligns well with the target objective of teaching addition problems within 10, using relatable contexts and manipulatives like number stories and number bonds. It effectively introduces addition concepts and encourages the use of visual aids, which is suitable for the age group of 5-6 years, although it could slightly improve by emphasizing the transition to more abstract thinking.","The transcript effectively introduces addition concepts using relatable stories and visual aids, which are appropriate for young learners. It maintains focus on a single concept—turning number stories into number sentences—while using simple language and engaging prompts to encourage participation. However, the introduction of terms like 'number bond' could benefit from clearer definitions and examples to ensure comprehension.",69b4e62b366609314355839d655efc3f31370abb
